id,Account,Amount,Counterparty,Tags,Date,Location
819,Checking,331.75,Starbucks,"Dining, Entertainment, Groceries",2022-09-12,Australia
820,Checking,28.36,Walmart,Groceries,2022-07-06,Indonesia
821,Savings,805.65,Grab,"Transportation, Dining, Travel",2022-11-19,Japan
822,Joint Account,202.23,Walmart,"General Expenses, Groceries, Dining",2022-12-01,Australia
823,Joint Account,841.29,Walmart,"Groceries, Transportation",2022-11-10,Singapore
824,Checking,148.51,Google,"General Expenses, Groceries, Dining, Entertainment, Transportation",2022-10-11,Singapore
825,Checking,668.38,Uber,Travel,2022-06-12,Australia
826,Checking,244.93,ACME,"Dining, General Expenses",2022-12-21,Singapore
827,Checking,0.78,Grab,"Dining, Entertainment",2022-09-18,Indonesia
828,Savings,474.69,ACME,"Transportation, Groceries, Travel, Entertainment, Dining",2022-06-02,Australia
829,Checking,29.58,Uber,"Travel, Dining, Transportation, Groceries",2022-12-18,Australia
830,Joint Account,907.4,Google,"Dining, Travel",2022-08-11,Japan
831,Joint Account,622.7,Google,"Transportation, Groceries, Dining",2022-07-31,Singapore
832,Joint Account,305.6,Walmart,"General Expenses, Travel, Transportation, Dining, Entertainment",2022-09-01,Indonesia
833,Savings,204.95,Fairprice,"Entertainment, Dining, General Expenses, Transportation, Groceries",2022-11-28,Australia
834,Savings,562.7,ACME,"Groceries, General Expenses, Travel, Dining, Entertainment",2022-08-31,Indonesia
835,Joint Account,871.93,Grab,"Entertainment, General Expenses, Transportation, Groceries",2022-06-17,Indonesia
836,Savings,17.77,Fairprice,Travel,2022-09-13,Australia
837,Savings,55.78,Starbucks,"Groceries, Dining, Transportation, Travel, Entertainment",2022-08-14,Singapore
838,Savings,942.4,Google,"Transportation, Groceries, Dining, Entertainment",2022-11-11,Japan
839,Savings,71.33,Grab,"Dining, Entertainment, Travel",2022-10-12,Singapore
840,Savings,856.87,ACME,"Travel, Dining, Entertainment, General Expenses, Transportation, Groceries",2022-12-05,Australia
841,Checking,96.05,Amazon,Entertainment,2022-07-12,Australia
842,Checking,825.73,Grab,Entertainment,2022-07-24,Singapore
843,Checking,540.46,Gojek,Groceries,2022-08-31,Singapore
844,Savings,273.37,Starbucks,Transportation,2022-08-16,Australia
845,Savings,413.45,Amazon,"Entertainment, Travel, Groceries",2022-12-30,Australia
846,Joint Account,275.04,ACME,Entertainment,2022-12-09,Indonesia
847,Joint Account,763.26,Starbucks,Transportation,2022-08-31,Australia
848,Savings,571.26,Google,"Transportation, Travel, Groceries, General Expenses, Entertainment",2022-07-30,Japan
849,Savings,209.63,Google,"Travel, Groceries, Transportation, Entertainment",2022-11-02,Indonesia
850,Joint Account,313.22,Walmart,"General Expenses, Transportation",2022-08-22,Australia
851,Joint Account,686.48,Uber,"General Expenses, Entertainment, Groceries",2022-09-18,Singapore
852,Savings,729.93,Fairprice,"Entertainment, Groceries, Transportation",2022-08-27,Singapore
853,Savings,214.85,Amazon,Dining,2022-07-07,Singapore
854,Checking,194.42,Starbucks,"General Expenses, Travel, Transportation, Dining, Entertainment, Groceries",2022-07-06,Australia
855,Joint Account,302.98,Google,"Travel, Dining, Entertainment, Transportation, General Expenses, Groceries",2022-06-17,Australia
856,Joint Account,849.67,Grab,"Groceries, Dining, Entertainment, General Expenses",2022-06-09,Singapore
857,Joint Account,412.14,Google,"Dining, Transportation, General Expenses",2022-11-30,Singapore
858,Savings,962.61,Amazon,Transportation,2022-07-08,Australia
859,Joint Account,162.1,Walmart,"Transportation, Travel, General Expenses, Groceries, Entertainment",2022-11-29,Japan
860,Checking,602.4,Walmart,"General Expenses, Groceries, Transportation",2022-06-15,Japan
861,Joint Account,430.32,Amazon,"General Expenses, Entertainment, Travel, Dining, Transportation",2022-11-01,Japan
862,Checking,581.82,Fairprice,"Groceries, General Expenses, Entertainment, Travel, Dining, Transportation",2022-11-21,Japan
863,Savings,703.25,Fairprice,"Entertainment, Dining",2022-07-12,Indonesia
864,Savings,889.33,Walmart,"Travel, Dining, General Expenses, Transportation, Groceries",2022-07-13,Singapore
865,Checking,401.02,Gojek,General Expenses,2022-12-19,Australia
866,Joint Account,5.81,Amazon,"Groceries, Travel, Transportation, Dining, Entertainment, General Expenses",2022-08-06,Japan
867,Checking,54.46,Fairprice,"Transportation, Groceries",2022-07-09,Indonesia
868,Checking,656.72,Uber,"Entertainment, Travel, Groceries, Dining, General Expenses",2022-08-20,Japan
869,Checking,216.38,Fairprice,Travel,2022-12-15,Singapore
870,Checking,164.58,Fairprice,"General Expenses, Travel, Transportation, Entertainment, Dining",2022-10-29,Singapore
871,Joint Account,477.1,Amazon,General Expenses,2022-07-20,Japan
872,Savings,767.4,ACME,"Travel, Transportation, Groceries, Entertainment, Dining, General Expenses",2022-06-18,Singapore
873,Joint Account,756.86,Starbucks,"General Expenses, Transportation, Groceries",2022-09-25,Singapore
874,Checking,466.58,Grab,"Groceries, Dining, General Expenses",2022-11-16,Indonesia
875,Checking,762.26,Starbucks,"Entertainment, Dining, Transportation, General Expenses",2022-07-10,Singapore
876,Checking,890.05,Uber,"General Expenses, Transportation, Entertainment, Groceries, Dining, Travel",2022-10-25,Japan
877,Checking,297.91,Fairprice,"Transportation, Entertainment, Travel, Dining, General Expenses",2022-07-18,Singapore
878,Joint Account,632.67,Uber,"Dining, General Expenses, Travel",2022-07-13,Singapore
879,Joint Account,584.09,Grab,"Travel, Groceries, Dining, General Expenses",2022-11-04,Indonesia
880,Savings,565.47,Fairprice,"General Expenses, Dining, Entertainment",2022-10-22,Japan
881,Joint Account,960.81,Grab,"Transportation, General Expenses",2022-08-06,Singapore
882,Checking,211.67,Amazon,"Transportation, Groceries, Entertainment, General Expenses, Dining",2022-11-10,Australia
883,Checking,160.68,Amazon,"General Expenses, Dining, Transportation",2022-12-22,Indonesia
884,Checking,283.31,Google,"Transportation, Entertainment",2022-07-26,Japan
885,Checking,477.35,Amazon,"Groceries, Travel, Dining, Transportation, Entertainment, General Expenses",2022-10-29,Indonesia
886,Joint Account,741.87,Fairprice,"General Expenses, Groceries",2022-07-20,Japan
887,Joint Account,242.2,Grab,"Groceries, Entertainment, Transportation, Travel, Dining",2022-09-24,Australia
888,Savings,203.92,Fairprice,"Dining, Travel, Groceries",2022-09-14,Japan
889,Joint Account,317.5,Amazon,"Entertainment, Transportation, Dining",2022-09-16,Australia
890,Savings,620.14,Amazon,"Entertainment, Groceries, Travel, Dining, General Expenses, Transportation",2022-10-27,Singapore
891,Savings,684.13,Starbucks,"Dining, Transportation",2022-11-18,Australia
892,Joint Account,470.67,Grab,"Transportation, Groceries, General Expenses, Dining, Travel, Entertainment",2022-09-27,Singapore
893,Joint Account,578.06,Grab,"Travel, Transportation",2022-08-20,Japan
894,Joint Account,461.14,Fairprice,"Groceries, General Expenses, Travel, Entertainment, Transportation, Dining",2022-10-29,Australia
895,Joint Account,903.88,Fairprice,"Transportation, Groceries, Dining, General Expenses, Entertainment, Travel",2022-06-14,Japan
896,Joint Account,44.29,Grab,"Entertainment, Dining, Transportation, Travel, General Expenses, Groceries",2022-11-06,Japan
897,Checking,670.73,Grab,Groceries,2022-08-10,Australia
898,Joint Account,1.63,Google,"Dining, Entertainment",2022-10-22,Indonesia
899,Joint Account,527.82,Fairprice,Entertainment,2022-10-27,Australia
900,Savings,240.33,Uber,"Groceries, Transportation, Entertainment, Dining, Travel",2022-06-08,Indonesia
901,Joint Account,721.42,Grab,"Dining, Groceries, Transportation, Entertainment",2022-08-17,Australia
902,Savings,595.22,Gojek,Transportation,2022-09-27,Indonesia
903,Joint Account,341.68,ACME,"Transportation, Dining, General Expenses, Entertainment, Groceries, Travel",2022-08-12,Australia
904,Joint Account,818.61,Google,Transportation,2022-11-25,Japan
905,Checking,51.81,Starbucks,"Groceries, Entertainment, Transportation, Dining, General Expenses",2022-07-05,Singapore
906,Joint Account,592.46,ACME,"General Expenses, Groceries, Dining, Travel, Transportation",2022-10-03,Australia
907,Checking,339.95,Fairprice,"Entertainment, Dining, General Expenses, Transportation",2022-10-16,Australia
908,Checking,288.04,Starbucks,"Entertainment, General Expenses, Groceries, Transportation, Dining, Travel",2022-08-22,Japan
909,Joint Account,509.6,Starbucks,"Entertainment, Groceries, Transportation",2022-11-26,Indonesia
910,Checking,40.13,Gojek,"Groceries, Dining",2022-07-21,Indonesia
911,Joint Account,70.15,Starbucks,"Transportation, Travel, Dining, Groceries, General Expenses, Entertainment",2022-06-25,Australia
912,Savings,960.11,Starbucks,"Entertainment, Dining",2022-08-01,Australia
913,Joint Account,26.57,Gojek,"General Expenses, Entertainment, Groceries, Dining, Travel, Transportation",2022-09-11,Australia
914,Savings,936.82,Google,"Entertainment, General Expenses, Groceries, Transportation, Dining",2022-08-22,Japan
915,Checking,36.11,Amazon,"Groceries, Travel, Transportation, Dining, General Expenses",2022-10-29,Japan
916,Checking,96.27,Amazon,"General Expenses, Entertainment, Travel, Dining, Groceries, Transportation",2022-12-04,Australia
917,Checking,954.16,Walmart,"Groceries, General Expenses, Transportation, Travel, Entertainment",2022-07-17,Singapore
918,Savings,785.15,Grab,"General Expenses, Entertainment, Dining, Travel, Transportation, Groceries",2022-12-22,Indonesia
919,Savings,18.75,Amazon,Groceries,2022-11-21,Singapore
920,Savings,618.24,Amazon,Dining,2022-11-10,Singapore
921,Joint Account,78.05,Amazon,Dining,2022-10-30,Australia
922,Joint Account,962.29,Gojek,Transportation,2022-11-13,Japan
923,Checking,461.48,ACME,"Entertainment, Transportation",2022-08-09,Singapore
924,Checking,597.6,Gojek,"Dining, Travel",2022-07-15,Australia
925,Joint Account,311.96,Uber,"General Expenses, Travel, Groceries, Transportation, Dining, Entertainment",2022-07-29,Singapore
926,Checking,850.6,Walmart,"Transportation, Dining",2022-12-06,Indonesia
927,Checking,813.07,Grab,"Transportation, Travel, General Expenses, Groceries",2022-09-02,Singapore
928,Savings,79.84,Walmart,Transportation,2022-11-15,Japan
929,Checking,53.71,ACME,"Groceries, Transportation, Travel, General Expenses",2022-09-04,Indonesia
930,Checking,946.23,ACME,Transportation,2022-12-18,Australia
931,Savings,602.53,Gojek,"Transportation, Entertainment, Travel, General Expenses, Dining",2022-09-20,Singapore
932,Checking,154.42,ACME,"Travel, Transportation, Dining, Groceries, Entertainment",2022-12-22,Australia
933,Savings,592.71,Fairprice,"General Expenses, Transportation, Travel, Entertainment, Dining, Groceries",2022-09-19,Australia
934,Savings,37.22,Starbucks,"Groceries, Transportation, Entertainment, Dining, General Expenses, Travel",2022-09-18,Japan
935,Checking,440.44,Fairprice,"Travel, Groceries, Transportation",2022-06-02,Australia
936,Savings,168.69,Google,"General Expenses, Travel, Transportation, Dining, Entertainment",2022-07-17,Australia
937,Joint Account,713.44,Gojek,"Travel, Entertainment, Groceries, Dining, General Expenses",2022-06-09,Australia
938,Joint Account,384.63,Amazon,"General Expenses, Dining",2022-09-08,Australia
939,Savings,735.39,ACME,"Entertainment, General Expenses, Transportation, Travel, Dining",2022-07-23,Japan
940,Checking,261.53,ACME,"Travel, Entertainment, Transportation, Dining",2022-09-09,Australia
941,Checking,774.14,Uber,"Travel, Transportation, General Expenses, Dining, Entertainment, Groceries",2022-10-30,Singapore
942,Joint Account,609.67,Google,"Transportation, Dining, Entertainment, Travel, Groceries, General Expenses",2022-09-03,Singapore
943,Savings,23.75,Starbucks,"Dining, Transportation",2022-08-18,Australia
944,Savings,184.73,Gojek,"Entertainment, General Expenses, Dining, Transportation, Groceries",2022-10-12,Australia
945,Savings,556.69,Amazon,Travel,2022-11-10,Indonesia
946,Joint Account,811.73,Amazon,"Groceries, Transportation, Dining, Entertainment",2022-12-19,Australia
947,Checking,762.81,Walmart,"Transportation, Dining, Entertainment, Groceries, Travel, General Expenses",2022-12-26,Japan
948,Checking,800.36,Gojek,"Transportation, Groceries",2022-12-17,Australia
949,Joint Account,992.52,Uber,"Transportation, Dining, Travel, General Expenses",2022-10-02,Japan
950,Joint Account,786.23,Walmart,Travel,2022-06-18,Singapore
951,Savings,251.33,Gojek,"Entertainment, Groceries, General Expenses",2022-09-26,Singapore
952,Joint Account,167.16,Fairprice,"Groceries, Transportation, Dining, Entertainment",2022-08-06,Japan
953,Savings,194.0,Starbucks,"Entertainment, Travel, Groceries, Dining, Transportation",2022-09-19,Japan
954,Savings,760.13,Google,"Transportation, Groceries",2022-07-28,Indonesia
955,Checking,435.76,ACME,"Entertainment, Dining, General Expenses, Transportation, Groceries",2022-06-10,Singapore
956,Checking,806.53,ACME,Dining,2022-08-26,Indonesia
957,Checking,369.31,Google,Groceries,2022-09-23,Japan
958,Joint Account,691.64,ACME,"Entertainment, Travel, Groceries",2022-10-03,Indonesia
959,Joint Account,314.0,Gojek,Transportation,2022-09-13,Singapore
960,Joint Account,39.96,Uber,Groceries,2022-10-08,Singapore
961,Joint Account,379.49,Gojek,Transportation,2022-12-24,Singapore
962,Checking,971.82,Uber,"Groceries, Dining, Transportation",2022-10-24,Australia
963,Checking,194.17,Walmart,Dining,2022-08-24,Indonesia
964,Savings,697.23,Grab,"Entertainment, Transportation, Travel",2022-06-07,Singapore
965,Checking,140.92,Starbucks,"Dining, Groceries, Entertainment",2022-09-27,Japan
966,Checking,40.54,Gojek,"General Expenses, Groceries",2022-11-26,Australia
967,Savings,910.28,Grab,"Dining, Groceries, Transportation, Travel",2022-11-09,Indonesia
968,Savings,769.42,Walmart,Transportation,2022-12-14,Australia
969,Checking,269.96,Fairprice,"Entertainment, Dining, Groceries",2022-12-13,Indonesia
970,Savings,322.4,Uber,"Entertainment, Groceries, Dining",2022-09-15,Australia
971,Checking,378.72,ACME,"Transportation, Groceries, Travel, Dining",2022-10-15,Australia
972,Checking,10.85,Amazon,"Travel, General Expenses, Transportation, Dining, Entertainment, Groceries",2022-08-05,Indonesia
973,Savings,186.72,ACME,"Groceries, Transportation, Entertainment, Travel, General Expenses",2022-08-06,Australia
974,Savings,174.84,Starbucks,"Groceries, Entertainment, General Expenses, Dining",2022-10-26,Japan
975,Savings,258.36,Fairprice,General Expenses,2022-06-08,Japan
976,Savings,451.25,Fairprice,"Travel, Groceries",2022-10-05,Japan
977,Checking,572.59,Fairprice,"Dining, Travel, Entertainment, General Expenses, Groceries, Transportation",2022-08-02,Australia
978,Savings,33.33,Grab,"Entertainment, Transportation, Dining, Groceries, General Expenses, Travel",2022-08-16,Singapore
979,Joint Account,532.85,Gojek,"Dining, Transportation",2022-11-29,Singapore
980,Checking,265.1,Fairprice,"Dining, Entertainment, Groceries, Transportation",2022-11-06,Japan
981,Savings,297.66,Walmart,"General Expenses, Travel, Transportation, Dining, Groceries, Entertainment",2022-06-20,Australia
982,Joint Account,92.9,Walmart,"Groceries, General Expenses, Entertainment",2022-12-27,Japan
983,Joint Account,733.64,Walmart,"Groceries, Dining, Travel, Transportation",2022-09-23,Australia
984,Joint Account,258.99,Fairprice,General Expenses,2022-12-22,Australia
985,Joint Account,231.23,Uber,"Travel, Transportation",2022-07-24,Singapore
986,Savings,581.22,Gojek,"Entertainment, Groceries",2022-08-25,Singapore
987,Checking,130.86,ACME,"Dining, General Expenses, Travel",2022-06-23,Singapore
988,Checking,643.32,Gojek,"Groceries, Transportation",2022-06-04,Japan
989,Savings,496.25,Uber,"Entertainment, Groceries, General Expenses, Travel",2022-12-08,Australia
990,Savings,761.02,Fairprice,"Travel, General Expenses, Dining",2022-11-05,Singapore
991,Savings,78.66,Google,"Groceries, General Expenses, Dining, Transportation, Entertainment",2022-11-15,Singapore
992,Checking,616.51,Starbucks,Groceries,2022-08-13,Australia
993,Joint Account,670.77,Gojek,"Dining, Groceries, Transportation",2022-12-28,Australia
994,Savings,555.43,Amazon,"Groceries, Travel, Transportation, Entertainment, Dining, General Expenses",2022-06-24,Australia
995,Joint Account,650.82,Grab,"Entertainment, Transportation",2022-08-07,Australia
996,Savings,576.63,Grab,"Groceries, General Expenses, Travel, Entertainment, Dining, Transportation",2022-06-21,Indonesia
997,Checking,445.4,Grab,"Travel, Groceries",2022-09-17,Singapore
